V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,5/27/13 0:10,5/27/13 0:13,0,1,1,,,,,,,,,1,38,2,"I've lived in Chicago for more than 15 years.  I'm single and enjoy spending time with friends and family, and getting out to enjoy the city.  I also love to travel and take at least four or five trips a year.  I recently started a new job after taking a four month hiatus to recharge.  ",1.091,129.098,165.528,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/27/13 8:18,5/27/13 8:19,0,1,1,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/27/13 17:02,5/27/13 17:17,0,1,1,,,,,,,,,1,33,2,"I am a 33 year old woman living in the Midwest. I am married for 13 years with 2 children ages 12 and 13. Recently I was driving along a rural road and saw a dead deer on the side of the road. Next to it was it's live offspring. I pulled over and the baby was so new she was wobbly. Instead of being scared of me she came toward me. She was so tiny. I held out my hand and she came to me. I pet her, she was so sweet. I didn't want to leave her alone next to he dead mother on the road so I picked her up and put her in my backseat and brought her home. I've been feeding her a bottle of formula and we have built a pen outside for her. She is a welcome addition to our family. Her name is Doe.  ",8.323,8.323,280.823,1,1,I met a client at work who was in need of of help through my agency. She was newly widowed through very tragic circumstances and needed help getting basic services for her and her 3 children. She was not the sort of person you generally think of being in this sort of situation. I could tell just from seeing her that she was out of her realm.  / I quicikly put her at ease by asking about her children and what they are like. She soon felt comfortable sharing with me more and we were able to get her the help she needed.  /  ,17.501,115.225,161.116,3,,,,,,,1,1,0,0,33.113,0,,,,,,,,,,,,,,,,,,,Her break up with her long-time boyfriend and how getting it over it is not easy. ,"Breaking up is one of the hardest things to do in life and there often is not ""just getting over it"", It is often like a death of a loved one so take time to grieve and know that eventually you will feel better but you will never forget. It will just hurt less. Good luck. ",12.832,12.832,89.001,1,1,1,5,2,7,1,6,25,17.463,17.463,29.699,1,6,6,6,6,5,5,6,6,5,7.372,35.158,35.7,9,5,6,5,7,6,7,5,5,6.432,25.893,26.789,8,2,
Default Response Set,Anonymous,,,0,5/27/13 23:30,5/27/13 23:30,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/28/13 7:39,5/28/13 7:39,0,1,1,,,,,,,,,1,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/28/13 10:40,5/28/13 10:43,0,1,1,,,,,,,,,1,28,1,I am a married man who just recently celebrated his first anniversary and am currently expecting our first child with my wife.,7.413,7.413,74.262,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/28/13 20:33,5/28/13 20:34,0,1,1,,,,,,,,,1,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/29/13 0:55,5/29/13 0:56,0,1,1,,,,,,,,,1,20,2,"i am a relatively boring person. i love to read, and write and draw. i got into a fight today with my mother. she made me cry. ",9.482,9.482,48.293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 1:24,6/5/13 1:38,1,1,1,,,,,,,,,1,26,2,"I'm 26 years old, born and raised in a small town in the USA. I attended high school here, went to college in a nearby town and have held my current position at my job for the last 8 years. I have a goal to relocate out of my small town in the near future to experience more of life. I have very little free time, as I am always working. Recently, I have decided to give up a 8 year smoking habit and save the money not spent on cigarettes to pay down debt and save towards my future. ",2.685,155.313,156.044,6,1,"I was asked to be a bridesmaid in my brothers wedding, by his now wife. He lives 2 hours away and met his wife there, who had always lived in that town. I knew no one from that town except my brother and his now wife. The maid of honor and other bridesmaids were all friends of hers, who I had never met, but they all knew each other. At the events, such as dressing fittings, bridal showers etc I got the chance to meet them all.  /  / It was a very good experience because they all had different experiences in life then I had. I learned a lot from the maid of honor, who had spent her childhood moving around the country and had so many different experiences to share with a small town girl like me. I learned to be more open to different experiences in life and not be afraid of change based on the things she taught me. ",4.619,307.004,307.359,6,,,,,,,1,1,6.363,19.945,22.701,10,,,,,,,,,,,,,,,,,,,Her boyfriend who she was with since her junior year of high school just broke up with her. ,"Hello. I am terribly sorry to hear about you and your boyfriend. I experienced the samething last year, and know how you feel. It is the worst feeling ever. It will take time to get over, but it will eventually get better. Take the time to do things for you to make you happy. Don't rush into dating, as it only tends to make the pain worse in my experience. ",3.155,6.144,141.196,4,1,1,7,1,7,1,7,0,10.634,10.634,14.172,1,6,7,5,7,5,7,5,6,3,4.814,28.111,28.907,9,6,7,5,7,7,7,7,7,2.732,31.18,33.336,10,2,1
Default Response Set,Anonymous,,,0,6/5/13 1:30,6/5/13 2:04,1,1,1,,,,,,,,,1,34,2,"Recently I started living my third life.  I left my husband of fifteen years and am struggling with the hassles of being a single mother to three children.  My father has had advanced prostate cancer for the past three years and I was recently told by his doctor it's time to start hospice care.  On a lighter note, I've begun a relationship with a person who is sixteen years my junior, needless to say it's interesting.",2.042,2.042,214.037,1,,,,,,,1,"  Recently I was introduced to a couple who have lived nearby for the past ten years.  I've always seen them around but we've never actually met.  These people are highly respected in our area and come from money yet live very normal lives.  I was very interested to meet them, and wished to make a good impression.  Not for any type of monetay gain, simply because they really do seem like good people. /   I attempted to draw them out and find out more about where they came from and what they like about this area.  We had a pleasant conversation and  I was able to converse with them on a variety of topics due to my extensive reading background .  I mentioned my social interactions with individuals that we know mutually in attempt to convey that I get along with their friends.  I believe I performed well and we each walked away with a mutual respect and liking for one another.",3.055,457.397,476.082,11,,,,,,,1,1,0,0,53.143,0,,,,,,,,,,,,,I believe the main point was to convey that she feels sad due to a change in her life.," I am participating in a study and read the paragraph you wrote about an ""interesting thing that has happened"".  I also have recently ended a long term relationship and I really wanted to tell you it does get easier.  I could feel the pain in your words. I feel very sympathetic.  He may very well decide he made a mistake, I don't know.  I do know you shouldn't live your life hoping everyday that he comes back to you.  Focus on you.  That doesn't mean hopping right back into the dating pool, you'll more than likely just end up doing something you reget, that's from my own personal experience but then again you may be a stronger person than I. /  /   A lot of this life is pain, but there's happiness too.  There's laughing until your belly hurts, there's a cool breeze when you're hot, there's that perfect sunset that makes your soul ache, and there's the kindness of strangers.  Surround yourself with positives, live and laugh and enjoy the little things.  I hope you feel better soon.  Hang in there, it really does get easier. / ",3.263,770.253,778.131,26,1,1,7,1,7,1,7,25,11.415,11.415,19.416,1,5,4,5,5,6,5,6,7,5,9.533,55.997,58.762,10,6,7,6,6,7,7,7,6,4.305,33.783,35.161,8,2,1
Default Response Set,Anonymous,,,0,6/5/13 2:23,6/5/13 2:32,1,1,1,,,,,,,,,1,23,1,I am a 23 year old male living on the west coast of the United States. I grew up with in the same household until I turned 13 and moved north. I have a younger brother and two older brothers. I enjoy sports and activities that take place outside. I graduated from a prestigious university in the biggest city of my state. I recently moved into a new house with 3 other friends.,2.035,2.035,117.716,1,,,,,,,1,"I met a girl at a club that was very attractive. I wanted her to judge me favorably because I wanted to dance with her. I decided to make a move and started talking to her. It began with small talk, introducing myself and commenting on the DJ that was playing that night. It was a friendly encounter that seemed to go well, mainly because I kept the conversation light and smiled a lot.  / We later started dancing and it seemed like we danced for the entire night. By the time the DJ stopped playing I was shocked to see that the club was closing. It was a good night and by conveying my likeability, I was able to meet a new person and act in a good manner.",1.321,9.452,172.949,2,,,,,,,,,,,,,1,1,0,0,23.119,0,,,,,,,His girlfriend broke up with him,"Keep you head up buddy, embrace this opportunity to become more independent and grow as a person. I wouldn't dwell too much on it because you are so young. If you were already like 45 and unmarried then this would be the end of the world. /  / I would definitely start to be more social, and before you know it you will have a whole new crop of people to be around. You stay stagnant when you're tied down to one person sometimes. Grow from this opportunity.",2.969,21.025,130.778,2,1,5,4,5,5,5,5,0,4.572,4.572,7.012,1,4,4,4,5,4,4,5,5,5,2.655,9.338,9.811,31,3,4,5,4,4,7,4,5,1.6,7.584,8.86,20,2,1
Default Response Set,Anonymous,,,0,6/5/13 4:46,6/5/13 4:59,1,1,1,,,,,,,,,1,38,2,"I was recently chosen to be in film by a well-known actor.  I was chosen out of almost 2000 people.  It was exciting and I really enjoyed the experience of being on a film set.  It rained on the day I was shooting my scene.  So, we were in and out a lot.  Still, it was a great experience, and something I'll never forget.",1.687,1.687,115.555,1,,,,,,,1,"I met some of my friends relatives when I went to stay with her for a weekend in her hometown.  We were college roommates at the time, but had become best friends almost.  I didn't know what her family would be like, but I always try to be nice to friend's parents.   /  / They were very nice to me, and seemed to like me a lot.  My friend even told me later that her dad kept asking about me after this time when I had visited.  She said that he said he really liked me.  I thought that was cute.  She said her dad didn't usually comment on her friends especially.",6.493,6.493,187.64,1,,,,,,,1,1,0,0,24.814,0,,,,,,,,,,,,,"This woman was telling of how she just broke up with her boyfriend.  She was sad, but her friends had encouraged her by saying she would meet someone else.","I know how you feel about a boyfriend breaking up with you.  This guy I was sort of involved with just cut ties with me to be with some other woman.  You know the worst part?   I kind of know her, and she is immature and not anywhere near as smart as this guy.  It's discouraging because I'm pretty sure he just doesn't want to grow up.  Associated with immature people helps him think it's okay to act immature, too. /  / It bothered me and hurt my feelings, but I'm feeling better about it every day.  I think I will probably be better off without him.  Sometimes, we just have to keep going, right?  Even if it's hard to do so.  Good luck with everything.  Things will get better.",7.909,7.909,205.896,1,1,2,3,2,3,2,5,0 cents,7.174,7.174,11.787,1,5,3,4,5,4,5,3,4,5,2.913,15.732,18.552,9,6,3,4,3,4,7,5,3,3.478,15.453,20.572,8,2,1
Default Response Set,Anonymous,,,0,5/29/13 8:56,5/29/13 8:56,0,1,1,,,,,,,,,1,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 9:50,6/5/13 9:57,1,1,1,,,,,,,,,1,30,1,I am a 30 year old male that just had a birthday.  I have no direction and no goals in life at the moment but i'm currently seeking a path for my life.  For a few years I was a professional poker player but I have grown bored with that profession and I'm currently seeking a new one.  I have a girlfriend that I intend to marry in the future and hopefully start a family.,2.689,84.103,96.256,2,1,I recently met a friend of a friend at a bar and he was very different than most of my friends.  He is unique and lives life to the fullest and marches to the beat of a different drummer.  I had to be careful what I said  as I hoped to not offend him but our meeting went very smoothly.  I accepted his friendship and he accepted mine after our short meeting and we agreed to hang out later as well.,1.957,1.957,111.003,1,,,,,,,,,,,,,,,,,,,1,1,0,0,22.272,0,,,,,,,"A guys girlfriend broke up with him and he's upset about it,  he's waiting for her to come back to him while she is meeting new people.",I'm sorry that that happened to you but thats life.  Moving on now would be pretty easy as most high school relationships dont really last and things change.  If you keep your nose to the grindstone this girl will be out of your mind pretty quickly and you'll laugh later in life with how much time you wasted with her.,1.28,2.911,74.958,2,1,3,6,3,5,3,5,0,4.762,4.762,11.339,1,5,6,5,5,6,5,4,6,5,2.003,10.706,12.142,9,6,5,5,6,5,7,5,4,1.635,14.203,15.55,9,2,1
